nome,sexo,data_nascimento,serie,nota_bim1,nota_bim2,nota_bim3,nota_bim4
Lucas Carvalho,M,2007-07-19,8º Ano,7.8,9.8,1.5,6.1
Patricia Pereira,M,2006-08-23,2º EM,7.3,5.1,,4.6
Gustavo Almeida,F,2005-02-12,1º EM,0.5,1.6,3.1,6.2
Ana Teixeira,M,2012-03-25,6º Ano,6.5,6.2,8.3,8.2
Juliana Almeida,F,2007-12-20,2º EM,6.7,4.4,0.4,0.9
Rafael Santos,M,2009-10-20,2º EM,9.8,3.0,5.1,9.9
Gustavo Almeida,F,2009-02-28,7º Ano,6.1,6.5,7.9,5.0
Aline Araújo,F,2008-06-03,9º Ano,7.5,,2.2,3.6
Mariana Dias,F,2010-06-17,3º EM,4.2,4.4,4.2,
Ana Ferreira,M,2013-07-18,2º EM,5.2,5.4,8.4,1.0
Diego Barbosa,F,2008-01-21,9º Ano,3.4,2.1,4.0,9.9
Fernanda Almeida,M,2006-09-07,8º Ano,1.1,3.0,9.8,5.1
Rodrigo Melo,M,2007-12-28,3º EM,2.3,4.0,0.0,6.5
Patricia Santos,F,2010-01-19,8º Ano,0.4,6.4,8.2,8.6
Maria Melo,F,2013-07-16,3º EM,4.4,6.0,1.0,1.7
Lucas Teixeira,F,2007-04-16,3º EM,1.5,9.8,4.3,8.0
Rafael Gomes,M,2008-11-05,2º EM,1.3,9.8,7.3,3.2
Juliana Rocha,F,2012-11-07,2º EM,2.5,9.1,6.4,3.4
Larissa Oliveira,M,2006-08-26,1º EM,6.8,1.8,3.1,6.2
Patricia Dias,F,2006-10-10,,5.7,5.5,5.4,8.9
Juliana Oliveira,M,2012-10-20,9º Ano,6.4,9.9,4.8,6.2
Camila Araújo,M,2011-07-28,3º EM,8.2,9.2,7.9,2.9
Mariana Souza,F,2011-03-20,2º EM,1.9,3.2,6.2,5.2
Patricia Silva,F,2007-11-18,2º EM,3.9,7.2,4.6,4.6
Ana Santos,M,2009-04-23,7º Ano,8.6,2.6,1.8,5.4
Mariana Pereira,M,2005-10-23,8º Ano,6.6,6.4,6.3,
Lucas Oliveira,F,2008-11-03,3º EM,5.2,7.4,1.2,1.6
João Barbosa,F,2011-08-19,6º Ano,7.2,0.5,0.7,0.4
Maria Lima,F,2007-01-17,8º Ano,2.7,2.1,0.2,5.2
Gustavo Silva,F,2006-10-18,7º Ano,8.4,0.4,4.5,
Rafael Carvalho,F,2013-01-21,8º Ano,9.0,8.2,,6.1
Beatriz Martins,F,2006-05-01,6º Ano,3.3,3.7,0.5,3.9
Felipe Rocha,F,2008-06-25,7º Ano,7.7,9.5,5.9,5.2
Fernanda Carvalho,M,2012-05-06,2º EM,2.2,9.6,7.5,3.7
Mariana Santos,F,,7º Ano,9.1,8.3,8.5,2.8
Maria Silva,F,2011-12-22,1º EM,2.1,2.5,7.4,4.5
João Costa,F,2006-06-02,7º Ano,8.1,4.1,1.6,0.1
Mariana Martins,F,2006-12-10,2º EM,9.0,8.6,3.0,7.2
Fernanda Gomes,M,2010-07-16,1º EM,3.7,8.4,7.4,10.0
Rafael Santos,M,2005-11-16,6º Ano,0.2,7.4,9.4,2.7
Fernanda Melo,M,2006-10-02,3º EM,7.0,9.3,6.4,5.9
Ana Oliveira,M,2011-12-05,1º EM,2.3,6.3,7.9,1.3
Bruno Santos,F,2009-07-26,1º EM,3.6,4.6,7.0,9.2
Rodrigo Souza,,2011-06-04,3º EM,2.2,,6.4,4.1
Aline Teixeira,F,2007-07-19,8º Ano,1.1,0.7,8.4,6.9
Aline Ferreira,F,2007-08-26,8º Ano,5.0,,,6.3
Aline Araújo,F,2008-03-10,2º EM,,6.5,0.9,6.9
Ana Costa,M,2009-06-20,3º EM,4.6,0.8,6.7,7.7
Lucas Ribeiro,F,2008-05-27,3º EM,8.7,6.9,7.7,5.7
Pedro Araújo,M,2006-07-08,3º EM,9.5,3.8,8.7,6.4
Beatriz Pereira,F,2013-09-09,1º EM,8.0,9.5,9.6,3.7
João Lima,F,2011-12-11,2º EM,6.4,7.5,5.0,5.6
Larissa Oliveira,F,2005-01-21,2º EM,9.3,3.4,3.9,6.3
Gustavo Santos,M,2012-05-20,1º EM,5.2,7.2,0.5,2.1
João Melo,M,2011-12-24,8º Ano,0.3,6.3,9.5,3.0
Larissa Ferreira,M,2009-07-13,9º Ano,2.7,4.2,9.4,2.4
Rafael Gomes,F,2008-10-02,2º EM,9.7,0.1,2.4,
Carlos Ribeiro,M,2007-05-10,2º EM,8.0,1.1,8.6,7.7
Beatriz Teixeira,M,2008-02-03,6º Ano,5.4,7.7,2.8,9.5
Patricia Dias,F,2009-01-03,7º Ano,7.3,8.9,3.3,4.7
Larissa Moreira,F,2007-01-01,1º EM,5.0,9.6,1.9,8.7
Diego Moreira,M,2007-08-23,7º Ano,3.5,9.9,1.5,8.0
Maria Martins,M,2006-01-23,3º EM,8.8,4.5,6.1,7.6
Camila Oliveira,F,2011-01-28,7º Ano,9.7,6.2,0.2,3.3
Beatriz Barbosa,M,2005-07-23,2º EM,1.4,1.0,2.4,3.8
Bruno Moreira,F,2013-08-23,2º EM,8.0,6.2,7.7,6.0
Bruno Gomes,M,2011-02-09,1º EM,4.5,5.2,2.5,5.1
Lucas Ribeiro,M,2013-05-08,1º EM,4.2,6.9,9.4,6.1
Lucas Lima,M,2009-09-25,3º EM,2.9,8.6,3.8,4.6
Carlos Dias,M,2009-06-15,9º Ano,9.5,5.2,9.2,0.8
Carlos Araújo,M,2006-04-14,7º Ano,4.1,9.9,7.3,7.6
Diego Lima,,2007-04-06,2º EM,8.2,1.4,0.9,7.8
Rodrigo Almeida,F,2008-07-15,6º Ano,5.6,1.9,7.6,2.0
Aline Melo,F,2007-01-20,3º EM,3.2,3.8,9.6,5.4
Aline Carvalho,F,2005-07-21,6º Ano,1.3,0.2,8.4,7.7
Larissa Moreira,M,2010-02-06,9º Ano,2.9,2.8,4.5,7.3
Carlos Teixeira,F,2006-07-19,7º Ano,9.6,6.5,4.6,
Camila Moreira,M,2007-09-22,,5.3,6.0,1.3,8.9
Rafael Martins,M,2012-01-15,3º EM,3.3,1.8,2.3,1.0
Fernanda Dias,M,31-01-2011,1º EM,5.9,1.9,7.0,7.6
Lucas Barbosa,F,,2º EM,1.0,1.5,,4.0
Diego Carvalho,M,2005-09-04,1º EM,2.4,4.0,1.5,7.7
Carlos Pereira,M,2011-04-11,6º Ano,2.7,,1.7,3.0
Ana Carvalho,M,2010-02-10,3º EM,3.4,,5.8,7.3
Ana Lima,M,2008-11-01,8º Ano,7.1,9.0,8.3,3.0
Carlos Santos,M,2006-10-26,7º Ano,4.4,7.6,9.9,0.7
Diego Moreira,F,2010-10-04,9º Ano,4.2,4.5,7.8,8.6
Carlos Costa,M,2009-01-21,3º EM,,,0.8,4.3
Beatriz Melo,F,2005-12-30,3º EM,5.3,9.6,3.9,
João Ribeiro,M,2013-03-06,3º EM,4.4,2.8,10.0,9.0
Juliana Martins,M,2005-01-25,1º EM,2.9,7.3,0.9,9.6
Juliana Moreira,F,2013-01-10,9º Ano,9.8,6.0,8.3,8.8
Gustavo Melo,,2009-12-18,8º Ano,3.4,2.3,0.9,7.7
Rodrigo Oliveira,F,2006-04-20,7º Ano,3.9,4.9,8.1,7.8
Camila Ferreira,F,2007-06-30,6º Ano,4.1,8.5,2.5,3.9
Bruno Araújo,M,2008-10-09,3º EM,6.7,4.4,1.9,7.5
Camila Oliveira,F,2005-03-04,2º EM,7.1,6.1,8.0,0.7
Pedro Carvalho,F,2006-12-07,2º EM,0.2,9.7,1.5,2.1
Beatriz Melo,M,2011-06-13,7º Ano,6.0,4.6,4.4,2.3
Rodrigo Martins,F,2005-05-15,1º EM,4.9,9.6,8.9,2.4
Rodrigo Souza,M,,6º Ano,5.4,3.8,0.8,2.4
Ana Souza,M,2012-11-21,8º Ano,9.0,4.1,8.2,2.8
Beatriz Oliveira,M,2008-02-03,3º EM,4.3,4.6,6.2,2.7
Rodrigo Pereira,M,2012-03-12,3º EM,6.5,7.8,6.7,3.3
Aline Pereira,M,2013-01-30,8º Ano,6.0,8.0,6.7,2.3
Juliana Moreira,M,2008-08-23,,4.2,1.4,4.7,1.6
Felipe Gomes,F,2006-06-23,8º Ano,8.4,1.0,8.2,8.6
Bruno Ribeiro,F,2012-07-08,3º EM,6.5,4.2,0.6,
Aline Rocha,M,2010-05-29,1º EM,7.7,8.6,9.8,1.0
Ana Ribeiro,M,2009-07-25,1º EM,0.2,0.5,4.3,2.5
Juliana Ribeiro,M,2005-10-30,2º EM,8.0,2.0,7.2,9.5
Maria Ribeiro,M,2011-12-10,6º Ano,8.6,9.2,4.5,4.3
Diego Barbosa,F,2005-08-28,7º Ano,7.7,3.3,9.2,7.1
Rafael Moreira,M,2008-10-16,8º Ano,4.1,2.0,6.2,0.8
Bruno Martins,F,2010-12-26,8º Ano,3.9,4.0,8.0,7.4
Gustavo Carvalho,M,2005-11-27,2º EM,4.1,4.8,9.4,2.9
Lucas Costa,F,2005-01-17,8º Ano,8.4,5.7,5.5,8.7
Camila Barbosa,M,2013-03-17,3º EM,1.0,9.8,8.6,5.2
Larissa Carvalho,M,2005-01-25,1º EM,6.8,2.2,9.2,3.8
Fernanda Araújo,M,2008-11-28,6º Ano,0.5,8.5,8.6,3.7
,F,2007-11-03,9º Ano,0.9,8.3,7.1,4.6
Rafael Teixeira,F,2009-12-25,9º Ano,8.9,7.4,7.6,2.2
Patricia Costa,F,2006-07-07,9º Ano,2.5,8.1,9.0,8.3
Camila Carvalho,F,2012-01-16,8º Ano,5.4,9.9,8.2,7.7
Beatriz Dias,M,2009-08-22,2º EM,,6.7,8.7,4.1
Carlos Melo,M,2013-04-30,6º Ano,3.0,3.1,7.5,5.1
Camila Rocha,F,,2º EM,3.0,0.6,4.7,3.0
Diego Rocha,M,2013-02-20,6º Ano,3.1,9.0,1.8,0.2
Pedro Martins,F,2008-03-02,8º Ano,3.6,6.5,0.8,8.1
Lucas Pereira,F,2010-05-05,3º EM,4.4,3.4,7.6,3.2
Ana Ribeiro,F,2010-05-11,2º EM,4.1,1.8,5.7,1.2
Maria Dias,F,2009-12-06,1º EM,1.4,2.4,,8.7
Gustavo Lima,F,2012-11-09,1º EM,8.0,5.2,2.7,2.9
Aline Martins,F,2005-04-26,7º Ano,3.7,2.9,4.6,6.8
Beatriz Costa,F,2011-02-28,6º Ano,9.4,6.5,0.3,6.9
Rodrigo Costa,F,2010-10-02,2º EM,3.4,6.0,5.9,6.8
Bruno Martins,M,2012-04-26,6º Ano,0.5,3.6,5.7,7.1
Juliana Moreira,M,2011-10-17,8º Ano,8.2,3.3,3.3,6.3
Felipe Silva,M,2010-10-08,6º Ano,0.3,0.9,1.4,0.4
Mariana Almeida,F,2012-08-09,7º Ano,2.3,3.3,0.7,2.9
Aline Costa,M,2009-09-14,7º Ano,5.4,2.4,1.0,1.5
Camila Rocha,M,2008-11-02,9º Ano,2.7,9.9,8.7,7.7
Diego Moreira,M,2006-04-03,2º EM,9.8,1.7,2.5,7.0
Lucas Dias,M,2010-11-03,1º EM,8.1,,2.7,2.5
Gustavo Oliveira,F,2009-11-19,3º EM,0.0,5.0,2.3,9.4
Diego Moreira,F,2007-07-14,8º Ano,8.5,2.3,0.4,3.2
Rodrigo Souza,F,2011-11-19,9º Ano,,3.4,7.2,5.5
Camila Rocha,M,2007-11-20,6º Ano,9.5,2.3,7.6,2.9
Carlos Martins,F,2005-04-05,8º Ano,0.0,2.2,2.2,3.1
Rafael Oliveira,F,2008-05-04,3º EM,,3.3,6.2,1.5
Gustavo Ferreira,F,2008-08-25,1º EM,4.2,8.4,0.5,5.6
Juliana Souza,M,2008-02-14,2º EM,4.2,9.6,8.1,1.0
Camila Martins,M,2007-02-26,9º Ano,2.6,9.7,10.0,1.1
Rodrigo Martins,M,2013-07-15,8º Ano,9.5,10.0,3.3,9.3
Fernanda Rocha,M,2011-01-30,9º Ano,2.3,9.0,10.0,4.9
João Almeida,M,2010-05-17,2º EM,7.2,5.9,5.3,1.7
Carlos Ribeiro,M,2005-07-24,6º Ano,5.8,5.9,5.1,1.3
Mariana Almeida,M,2005-07-29,8º Ano,3.1,4.3,4.5,7.1
Carlos Souza,F,2011-04-26,9º Ano,6.4,4.4,2.6,2.7
Aline Melo,F,2011-10-09,7º Ano,7.1,5.7,0.6,9.2
Aline Ribeiro,F,2009-02-10,3º EM,3.9,9.8,4.9,6.2
Diego Santos,F,2005-03-19,9º Ano,8.0,5.9,2.8,3.2
Larissa Ribeiro,F,2006-06-30,2º EM,3.7,1.7,0.1,9.0
Diego Lima,M,2008-10-12,8º Ano,6.3,6.1,6.3,
Patricia Dias,M,2010-10-13,8º Ano,2.3,1.0,,2.3
Carlos Oliveira,M,2009-06-11,6º Ano,0.3,3.0,2.5,6.6
Bruno Pereira,F,2012-04-20,9º Ano,0.5,9.4,5.9,0.5
Camila Ribeiro,F,2010-07-09,7º Ano,2.3,6.1,7.5,1.8
Felipe Gomes,F,2008-02-22,1º EM,9.2,9.8,6.1,1.9
João Teixeira,M,2007-04-01,8º Ano,8.5,3.4,7.3,9.9
Bruno Carvalho,F,2013-09-12,1º EM,0.3,3.1,6.4,8.7
Mariana Ferreira,F,2012-02-25,1º EM,7.8,4.5,0.3,8.1
João Pereira,F,2006-12-25,3º EM,0.6,8.4,6.7,7.6
Juliana Silva,M,2010-07-12,9º Ano,9.1,9.3,6.2,6.8
João Rocha,M,2013-04-13,7º Ano,9.2,9.6,2.7,6.8
João Costa,M,2010-11-26,1º EM,9.9,1.3,4.1,0.7
Camila Barbosa,F,2007-03-04,2º EM,6.9,0.3,5.2,4.6
Rafael Ferreira,M,2005-03-17,8º Ano,1.0,4.3,0.5,5.1
Beatriz Silva,F,2006-08-11,8º Ano,1.2,8.3,0.8,9.4
Rafael Gomes,M,2009-02-07,7º Ano,8.8,9.9,5.1,7.6
Fernanda Lima,M,2010-06-14,8º Ano,4.9,1.4,6.3,2.3
João Almeida,M,2011-07-15,8º Ano,6.7,1.4,2.0,4.5
Fernanda Souza,M,2012-02-24,2º EM,5.8,7.3,4.0,5.5
Mariana Rocha,F,2009-10-23,8º Ano,0.7,8.4,6.6,6.7
Pedro Souza,F,2008-09-14,2º EM,9.7,1.6,2.9,0.5
Aline Martins,F,2007-08-07,7º Ano,0.5,7.6,4.5,6.9
Fernanda Pereira,F,2012-02-23,2º EM,5.9,8.2,6.5,6.1
Carlos Teixeira,F,2013-05-13,3º EM,9.7,5.4,0.4,7.4
Carlos Oliveira,F,2007-08-12,6º Ano,5.0,7.5,6.5,8.6
Lucas Dias,M,2012-06-16,9º Ano,1.3,4.8,4.3,5.9
Mariana Almeida,M,2008-01-27,6º Ano,4.8,9.8,9.7,1.2
Camila Dias,M,2012-02-27,2º EM,2.1,3.0,1.7,5.3
Mariana Gomes,F,2010-03-10,8º Ano,3.9,,,6.4
Maria Costa,M,2007-07-23,9º Ano,3.6,,0.8,0.3
Patricia Santos,M,2005-08-29,6º Ano,0.5,1.6,9.0,1.6
Rafael Lima,F,2008-05-15,9º Ano,7.3,5.2,9.2,3.3
João Silva,M,2006-09-26,8º Ano,1.5,9.5,3.9,9.9
Patricia Souza,F,2005-05-24,8º Ano,4.3,7.1,0.1,6.5
Patricia Santos,F,2011-10-20,2º EM,5.0,0.4,1.2,2.3
Carlos Ferreira,F,2006-12-03,7º Ano,7.0,9.0,3.2,7.3
Pedro Lima,M,2011-01-10,1º EM,2.2,1.4,1.5,3.0
Patricia Pereira,M,2012-12-25,9º Ano,4.3,5.3,6.3,8.8
Beatriz Silva,F,2011-06-09,8º Ano,4.7,0.5,,3.8
Gustavo Silva,M,2006-01-21,9º Ano,8.6,7.6,5.9,5.0
Larissa Ferreira,F,2009-05-12,2º EM,9.6,3.3,6.6,7.2
João Melo,M,2010-08-23,7º Ano,4.6,7.6,7.0,7.7
Lucas Ferreira,F,2007-07-08,6º Ano,3.3,2.6,0.4,6.1
Aline Pereira,M,2008-09-23,1º EM,5.8,0.1,,6.0
Rafael Almeida,M,2012-06-03,3º EM,6.0,1.4,6.7,
Juliana Oliveira,M,2009-10-27,3º EM,9.2,9.4,0.7,6.5
Patricia Oliveira,M,2008-06-19,3º EM,0.2,5.8,1.4,9.3
João Silva,M,2010-11-09,2º EM,8.4,,,0.8
Pedro Costa,M,2013-08-01,7º Ano,8.2,7.7,7.8,3.4
Gustavo Martins,M,2011-05-12,8º Ano,8.2,4.4,2.4,6.5
Larissa Almeida,M,2009-05-01,9º Ano,5.5,0.7,3.7,0.9
Aline Oliveira,F,2009-07-31,1º EM,9.1,5.0,,0.1
Larissa Souza,F,2009-10-31,6º Ano,0.7,0.1,3.0,2.2
Juliana Martins,F,2012-10-11,6º Ano,5.2,1.5,6.3,5.6
Felipe Dias,F,2011-07-10,6º Ano,6.6,3.4,5.5,4.5
Ana Ferreira,M,2008-11-09,8º Ano,1.9,1.5,,5.8
Patricia Barbosa,M,2013-10-08,8º Ano,6.7,5.6,10.0,0.7
Patricia Almeida,F,2009-04-17,1º EM,3.9,5.9,9.5,9.9
Gustavo Oliveira,F,2011-01-26,8º Ano,6.6,5.1,,3.2
Bruno Souza,M,2006-01-25,1º EM,8.1,6.8,3.6,3.4
Juliana Santos,M,2013-04-09,6º Ano,2.6,7.7,1.7,7.8
Bruno Costa,M,2007-08-20,3º EM,4.5,9.3,1.4,9.5
Ana Souza,M,2010-03-15,7º Ano,2.6,8.3,2.0,7.2
Camila Dias,F,2009-03-26,2º EM,3.2,4.0,7.5,7.2
Rodrigo Costa,F,2009-11-24,3º EM,1.8,4.7,1.0,9.8
Maria Almeida,M,2010-01-25,7º Ano,3.0,1.0,5.4,6.6
Carlos Pereira,F,2005-11-01,6º Ano,4.7,7.9,2.1,5.8
Patricia Almeida,M,2006-06-22,9º Ano,1.9,9.7,5.9,2.0
João Ribeiro,M,2007-05-31,6º Ano,1.8,1.2,,5.8
João Rocha,M,2009-10-25,8º Ano,4.8,3.8,9.9,
Camila Martins,M,2012-12-09,3º EM,9.5,6.7,3.9,3.5
João Ribeiro,F,2005-12-02,3º EM,1.8,3.2,7.9,1.6
Gustavo Carvalho,M,2008-12-02,2º EM,6.4,,5.1,8.9
Maria Araújo,M,2009-12-22,2º EM,9.2,6.6,5.0,1.9
Carlos Costa,M,2012-01-06,6º Ano,1.2,,0.9,3.4
Carlos Costa,F,2008-10-25,9º Ano,6.7,5.5,0.5,6.0
Larissa Martins,F,2013-03-15,,6.5,5.9,8.7,1.1
Ana Pereira,F,2013-08-29,6º Ano,1.0,7.3,6.6,7.7
Aline Gomes,M,,1º EM,,7.7,5.0,9.3
Mariana Pereira,M,2007-08-13,9º Ano,5.1,5.4,5.0,0.4
Carlos Ribeiro,F,2011-06-23,7º Ano,0.3,3.3,6.8,
Larissa Ferreira,F,2012-07-29,7º Ano,2.8,4.6,4.6,3.6
Gustavo Silva,F,2006-10-21,2º EM,7.0,3.0,0.6,8.8
Felipe Oliveira,M,2007-06-25,3º EM,0.1,0.3,3.1,5.9
Maria Lima,F,2010-06-18,8º Ano,8.8,8.8,9.0,0.8
Larissa Gomes,M,2012-04-23,3º EM,7.4,8.7,5.0,6.4
Camila Dias,M,2009-03-29,1º EM,2.4,6.7,1.6,8.6
Bruno Ribeiro,,2013-08-30,6º Ano,9.9,3.0,6.5,2.7
João Souza,M,2009-02-10,1º EM,2.1,1.9,9.1,9.0
Juliana Silva,M,2008-11-11,2º EM,4.6,0.1,1.5,3.1
João Pereira,M,2012-03-03,1º EM,7.4,6.9,6.8,0.7
Lucas Gomes,F,2007-05-22,3º EM,8.7,0.1,5.6,5.9
Mariana Moreira,M,2010-05-08,1º EM,2.5,,6.6,7.9
Lucas Gomes,F,2008-03-02,3º EM,6.9,1.0,3.1,9.1
Rafael Silva,M,,9º Ano,0.2,4.0,8.5,6.3
Ana Pereira,M,2011-04-05,7º Ano,3.7,9.1,4.0,6.7
Ana Martins,M,2013-11-05,7º Ano,2.5,0.3,9.3,1.4
Larissa Ribeiro,F,2010-03-16,2º EM,2.5,8.4,9.2,6.0
Juliana Moreira,M,2005-12-11,1º EM,0.8,9.4,0.5,6.6
Fernanda Melo,F,2011-05-07,9º Ano,1.7,3.4,3.4,9.9
Bruno Santos,,2006-12-13,7º Ano,10.0,6.2,7.0,9.7
Bruno Rocha,M,2010-05-08,6º Ano,7.9,9.1,4.5,6.4
Diego Oliveira,M,2007-04-10,6º Ano,5.4,3.6,9.0,1.6
Aline Pereira,,2006-11-02,7º Ano,,8.8,7.6,7.0
Juliana Carvalho,M,2009-08-23,9º Ano,5.5,1.5,7.4,9.8
Pedro Ribeiro,M,2013-06-29,9º Ano,4.9,,3.7,9.5
Fernanda Moreira,M,2013-08-07,7º Ano,8.8,7.0,8.7,4.6
Aline Martins,M,2008-10-20,3º EM,2.8,1.8,8.1,4.3
Larissa Santos,F,2005-08-21,6º Ano,5.4,4.8,2.6,4.7
Rodrigo Martins,F,2008-01-22,9º Ano,6.2,6.9,9.2,8.6
Mariana Araújo,M,2005-07-01,9º Ano,1.2,8.0,1.8,8.4
Rodrigo Pereira,F,2012-07-08,9º Ano,3.0,3.3,1.2,3.0
Rodrigo Teixeira,M,2013-10-31,9º Ano,4.5,2.4,4.8,9.1
Camila Lima,F,2013-05-18,6º Ano,8.4,7.2,4.3,9.6
Fernanda Silva,M,2009-01-04,3º EM,4.0,4.0,3.3,4.4
Gustavo Rocha,M,2005-07-30,1º EM,3.0,6.0,8.8,6.3
Beatriz Souza,F,2005-06-29,2º EM,4.7,5.8,0.5,3.6
Fernanda Moreira,M,2010-03-29,2º EM,9.3,8.8,3.1,0.6
Aline Melo,F,2013-07-21,3º EM,0.7,1.1,5.7,6.3
Larissa Oliveira,F,2013-03-25,8º Ano,9.7,4.6,0.1,3.8
Diego Melo,,2007-06-07,8º Ano,7.7,9.7,4.4,5.6
Mariana Teixeira,M,2013-04-12,1º EM,5.8,0.5,2.9,2.4
Lucas Rocha,F,2007-06-20,1º EM,2.2,2.2,6.7,7.1
Lucas Pereira,M,2006-04-05,1º EM,9.6,7.8,9.1,4.9
Lucas Gomes,F,2009-06-07,8º Ano,5.5,2.3,3.5,8.4
Rafael Lima,M,2012-05-21,2º EM,,4.0,,4.7
Maria Oliveira,F,2007-03-26,2º EM,2.5,5.1,0.0,5.6
Carlos Lima,F,2005-11-01,7º Ano,2.3,,0.1,2.1
Patricia Almeida,M,2006-01-31,9º Ano,5.1,5.3,4.8,9.7
Diego Oliveira,M,2009-10-07,3º EM,7.4,0.3,,3.7
Rodrigo Moreira,M,2013-01-10,7º Ano,,5.6,3.7,9.9
Pedro Ferreira,M,2008-09-16,1º EM,3.7,,7.4,
Ana Ribeiro,F,2011-03-23,,4.0,7.6,2.3,6.5
Fernanda Almeida,F,2013-04-17,7º Ano,3.7,6.9,1.8,8.2
Diego Teixeira,F,2013-06-11,8º Ano,2.0,2.2,1.2,4.5
Ana Pereira,M,2013-06-23,8º Ano,1.2,1.1,5.7,3.2
Mariana Souza,M,2006-02-25,1º EM,9.3,7.6,9.9,0.4
Maria Barbosa,F,2011-08-25,1º EM,7.4,6.5,5.5,5.6
Camila Melo,M,2013-04-19,1º EM,2.4,1.8,4.5,4.1
Juliana Gomes,F,2011-08-09,2º EM,,1.1,3.5,9.4
Bruno Ferreira,F,2013-06-06,1º EM,1.5,6.9,,5.0
Bruno Melo,F,2005-07-06,8º Ano,1.5,2.2,8.4,7.9
Patricia Carvalho,F,,8º Ano,3.7,4.9,2.6,4.0
Carlos Dias,F,2011-03-22,7º Ano,6.6,4.1,7.9,5.0
Beatriz Martins,F,2006-08-18,8º Ano,9.1,0.5,1.0,6.7
Larissa Carvalho,M,2009-05-02,1º EM,0.1,6.5,9.3,7.9
Felipe Dias,M,2008-04-27,8º Ano,,7.9,1.7,8.3
Rafael Araújo,M,2006-01-13,6º Ano,2.4,2.7,9.3,0.1
Maria Barbosa,F,2013-05-16,6º Ano,6.6,7.7,6.7,9.1
Juliana Santos,M,2008-02-13,2º EM,4.3,3.1,1.3,0.1
Camila Ferreira,F,2005-03-15,8º Ano,2.3,3.6,2.2,6.7
João Teixeira,M,2009-03-04,6º Ano,6.8,8.5,8.1,4.7
Larissa Martins,F,2007-06-09,6º Ano,2.5,0.3,6.2,8.6
Fernanda Martins,M,2007-06-26,9º Ano,0.5,7.5,0.5,8.6
Gustavo Lima,F,2010-02-19,2º EM,3.4,0.0,6.2,3.6
Ana Barbosa,M,,9º Ano,6.3,3.4,3.3,8.8
Larissa Costa,M,2005-12-06,3º EM,8.6,6.2,5.8,0.5
Aline Araújo,F,2010-03-03,7º Ano,1.9,6.9,7.1,6.7
Aline Rocha,M,2009-01-02,9º Ano,7.3,4.3,0.3,5.6
Ana Almeida,M,2005-03-09,7º Ano,8.2,8.9,6.7,3.7
Diego Melo,F,2012-10-27,9º Ano,0.6,1.0,4.7,7.9
Maria Dias,F,2006-10-14,3º EM,7.3,9.1,5.0,
Gustavo Melo,F,2006-11-07,8º Ano,3.6,2.7,4.6,3.5
Gustavo Souza,F,2009-04-12,6º Ano,9.7,1.6,9.4,3.2
Patricia Costa,M,2012-07-19,2º EM,4.9,0.7,7.3,3.7
Rafael Pereira,M,2008-07-06,3º EM,9.5,4.7,8.2,6.9
Gustavo Carvalho,M,2008-11-21,8º Ano,7.5,8.5,5.7,4.1
Fernanda Dias,F,2012-08-07,7º Ano,4.4,7.5,5.1,8.8
João Melo,F,2007-08-09,1º EM,5.8,3.0,4.6,3.9
Maria Ribeiro,F,2007-01-28,7º Ano,8.6,9.7,4.5,4.3
Bruno Martins,M,2010-04-22,1º EM,4.2,1.8,6.1,9.6
Felipe Ribeiro,F,2008-08-30,9º Ano,1.8,6.9,7.3,3.6
Pedro Martins,F,2006-12-14,1º EM,4.8,3.8,,9.2
João Martins,M,2010-05-01,9º Ano,4.7,4.9,2.7,1.5
Patricia Rocha,M,2006-08-15,1º EM,4.4,4.4,8.8,1.1
Rafael Pereira,M,2006-09-08,1º EM,9.2,3.0,3.9,7.2
Felipe Gomes,F,2009-03-11,2º EM,2.5,9.8,3.3,5.3
Gustavo Carvalho,F,2012-01-11,9º Ano,0.5,5.7,2.9,8.1
Aline Oliveira,M,2011-01-01,2º EM,8.1,0.8,7.7,4.6
Lucas Santos,F,2010-04-22,1º EM,4.6,1.1,6.9,4.1
Felipe Santos,F,2008-02-25,8º Ano,9.0,,5.1,5.2
Gustavo Gomes,F,2008-01-11,1º EM,6.5,1.0,2.7,7.3
Fernanda Lima,F,2010-10-11,3º EM,4.4,0.9,10.0,1.0
Beatriz Lima,M,2007-08-08,6º Ano,7.3,2.3,4.5,1.1
Carlos Oliveira,M,2011-11-02,8º Ano,8.8,5.0,6.8,5.0
Pedro Carvalho,M,2005-01-28,3º EM,7.4,4.0,4.2,1.4
Larissa Barbosa,F,2013-05-10,2º EM,4.0,4.9,5.1,3.3
Rodrigo Gomes,F,2011-08-25,,8.1,5.1,5.6,3.4
Juliana Gomes,M,2012-04-23,9º Ano,4.8,3.2,1.5,7.2
,F,2013-09-09,1º EM,1.0,8.0,2.9,8.3
Aline Silva,M,2006-01-02,1º EM,1.7,9.3,8.0,0.1
Mariana Teixeira,F,2006-06-24,1º EM,3.2,0.0,9.1,4.3
Pedro Melo,F,2009-10-09,1º EM,4.0,9.1,,1.4
Aline Lima,M,2013-10-26,2º EM,8.7,6.4,6.8,3.0
Larissa Santos,F,2008-02-17,7º Ano,9.4,0.7,9.7,1.1
Diego Lima,M,2005-11-13,3º EM,9.5,4.4,7.8,5.3
Juliana Almeida,F,2009-07-24,7º Ano,8.5,2.3,5.9,7.4
Larissa Ferreira,M,2013-07-27,1º EM,0.7,5.0,,2.6
